author_id,slot_no,score
629,1,0.12152792869197610175243128991956370361414929265731733708138112233500
629,2,0.70579498856672934010639042318615549757816919958821035501648870561
629,3,-1.5434198024905150982979123717621492772777330262426627654157617328434
629,4,-1.0000605570413637860119750727748310029294822373063335606103717256016
629,5,-0.87954902577743842777863217174499519512056757362088025380695188250
629,6,-1.0595600212495498095505234424033817071842237310552938550378074220188
629,7,-1.1539979127484087051600352690975035127296317492971854227645485369244
629,8,-0.1783098106463635763899081175675794867301899987735720991528669990264
629,9,-0.5796354872800138842216044523917884256172634549501032926111067373825
629,10,0.6563795673270447515553719118050866778270433953299422462580629017500
629,11,-1.0536668517431351170112386138484386624095979322086636141855603491325
629,12,0.1804168322437812961757848875653894939382716547380795621219404974592
629,13,-1.0258978531771639492597873394133851138454770846978991989818507120000
629,14,0.1903862722448753182080557454117134251675027197092889775018979678761331161129893348144320
629,15,-0.9166935898202045281662795453027924807782914766911683161105210788250
629,16,-0.1959485864045528909295013048907625354431681878166656230900864699700
629,17,0.7375750570683901014523312390811904349359758049321425389662232220838
629,18,-0.7323048899305630133493862251910122845774099645042252913992566620348224
629,19,-0.994907505091540511342399331801284398272735968343164660080649361271628
629,20,0.379558768017571570945943316549152030606083915338799032781807823896838
629,21,0.327771632137555467664273809100737308409209014602727993958214946623441468
629,22,-0.161004894203974443310139753979559271856556593129751958939983577253954
629,23,0.6644538967614442667589706290171576491769759956694797395490554006736710490835660831108634112
629,24,-0.6442475927052573714528081650470861655098686309642253593897259031675522751265610331193673008
629,25,0.307512600781524579972135123045822463774713889493521381263441380627214
629,26,-0.3573739374797360723472314740845702157150346650868701272569874154387697842448531903439227990
629,27,-0.2388336456096689532690121054293932433531222657566715151397280821607257409423269635101074373185
629,28,-0.7599290793179810451699647626430084697574219531194325871614317754520778392507977319295179920446111
629,29,-0.2451142308679540384012892746492968049647065966078391166928838839353534408128548339349393359375
629,30,-0.3347331829577429713859624521652736265433874233863768210932802287683186425410571573700544155584
629,31,0.7341732085125007455580793311198367631043117495495782903093017591844058242867570263291844079616
629,32,-0.6819320565425874932523828526302167506538501271836326614538250666650698129111230895057932320376
629,33,-0.668781923188176030246644337066995276449799604102202818788250509633963233300932728991111553312137247436660692537270885400312902617923584
629,34,-1.45481150748109743440014071455697364168657204642163592070165064926681328
629,35,-0.5289426745094078890565501889284384555194691308870735667064313689509676709682233699252501265250
629,36,-0.7497731773787531675031947191682071588595007908260150825087925614605811297487711504842262546875
629,37,-0.41371224175602763116349259912826715064026586191366776142897127684231845
629,38,-0.97535471058777040174732551041869164453056658094421059801278540463038680
629,39,-1.30630888738941622338460661894656087099186672388019675320014289265882783650
629,40,0.19701925531790852320108135494554392070812867767744992859817266961811194
629,41,-0.42758908804363542282561304839084891163016578868201515428335258689860608
629,42,0.1902334978369115352324905719042709633050438530105232427191481575210816319561380531840458661438
629,43,-0.65627132270186505091612840091577752729018039125042677258901713849999693045
629,44,0.3251788520716438796465347415717608068360791811320576037139731473951045845718412781847651165824
629,45,-0.8846128834064695082799185085529275640954983397508789447270303703986668463039480969483796688384
629,46,-0.68305018820445498167594530771684040162087603725143562029699504013637175
629,47,-0.6871610012502650239238780442734746343243708566295799773265816245376
629,48,-0.58614599603699729060727040116031598511220860481936546432197944565912375
629,49,-0.57731712107909792496145041875991265098908620840924339163583396589149820
629,50,-0.48776517490763457538768332937185426528860582679158779793630266662770848
629,51,0.001280928051171140746791918915899953670172080199926739028789332949350
629,58,-0.098830785263176728467633353138856513249124892520543607909025216188948
629,59,0.0010155097847436587304816771691657918373952196154615716324566285661547420641439290876781159
629,60,0.00126133030071367809122277777790699151817960723785562516200168651767456
629,61,-0.09756198694388058409201289367168222185056166417592973443582118099566368
629,62,-0.09835425792403379762148813574129783903732890330188767155599402924754576
629,67,-0.10000009661688373749679969092656752183877754896867611033227632278884736
629,69,0.00478109869647656395081427030264875970752074211185266950189506536629891
652,1,0.00404267662259725185976239437626561790002153850374614272146251290000
652,2,-0.09277086832225439859169465920851457931687551902075783452194168973
652,3,-0.0916409331425605992918647947955025406846300990334487423812713865174
652,4,0.1685068485252764534915536651638383339063755696637332634000105103294
652,5,-0.18219626622493501426552605481835982059198743064534698899619570500
652,6,-0.1948628015169987917446841378400066711335664583782690622907634222378
652,7,-0.0434774252055064460134399980645055308384531970152148799264673544488
652,8,-0.0855793583458445808001834680791706452336945950197528477030992458704
652,9,-0.0745426319822893679087035557926996889989897667669984905775872469775
652,10,-0.1865304121971909796135409836559669872525892448372204773768778450000
652,11,-0.2735503779217956352290477979081452218791978391666459116716716301850
652,12,-0.0795897043772322004590030841708669559569278838742984844184382262272
652,13,-0.0825595897217125027817542935009886002418685449607938072147625313750
652,14,-0.0182576946945601823777684300201854199391874564496855436860598653660793177791634968519488
652,15,-0.3867069213274878193176800740891704346912951144536128295040735099340
652,16,-0.1916880176797457796014360367333613503866174357706529887351320437632
652,17,-0.0909762470650347939125412616891201900650340089872591508653455870642
652,18,-0.1885384947250053616282876467435848034647647256723235290941998286917568
652,19,0.442993731101523673740455812945210618038157766618826732283868032149068
652,20,0.270552484083367299056946061258794618613836849196656939426133513854459
652,21,0.268273629167563877922462521963963805605508285385351260104670251578466754
652,22,1.017740559078511346841796571444485849662020759741429395820678605849266
652,23,-0.1831311651690628867610061160044511265903300124664408040829852533689432711141613165491030528
652,24,-0.0825164007296933865394394324286739251976438706717553589005566082015701968124986263252175318
652,25,-0.173237224077022816230747697779065568140189961487197796687305710274002
652,26,0.0179741186541922856214972137436857029051542664620834469719349784992885332521577227913798230
652,27,-0.2836031349456819282417533576180780521926587472159750986755168723594220882821297088249619108998
652,28,0.9258420893292753946830470854974415616014011209920413133312197199976844016684847891214295270928135
652,29,-0.1558698260261879592496088356738347886541378933538685249419512132835182590050627168508708671875
652,30,-0.2671482678159480027637311399656746374282270384883844768991832067064822708916281500940634815040
652,31,0.1585255394833729036258598743452776812489192786515688406642475695895987944987691086482024865792
652,32,-0.8627997777525339832806926657611379369104353557653482011477431661026144465593107497995017920952
652,33,-0.572440469810164169808035792023200067967115498089929834812797794085461625687931214234682580536805425153961706774092692478097220167532544
652,34,-0.88027851802808998312687975988092855326770130602445459593385547519427608
652,35,-1.1753727431668151231163466254851974521121221817416493131088903354537181479548758899654107643750
652,36,-0.4709372162620636353618035326447946389056454745586212584927463492640891511159626029572043890625
652,37,-1.63799349613764113507171788673596205353487129466384940349490132894253738
652,38,-0.98258247269406304827592795898639871240964902272074800301597088676864920
652,39,-0.68575834852537025761027514557415955158913891974372596660913533807719335025
652,40,-0.88814473461113193165473334139508412053471170752336668469655178028843731
652,41,-0.47760545305258838430494157444384522464894128728623297602085782106529408
652,42,-0.2854634526292520655864123796890541718311043134030509371542821725667716761702048434167041944413
652,43,-0.78991206132977293365766180342349086448768522682107197468108857111817121199
652,44,-0.5825980313907310556430420439077257179493280446310359281402012793413623800096148961232417078016
652,45,-0.5837897905069049478602136148439749393145076086198719176625107380342304653846898024082626258944
652,46,-0.18542539312304180536581116298040982480944925769148698095313468055236675
652,47,-0.5843611355020354968604952735298433239997714451721813101209581968256
652,48,-0.39382041008435177067913550949582058333103183236889831634935464138511625
652,49,-0.29057615511043350359908637300174830500400109534865912576168500161511120
652,50,-0.59693719131801977278494466641762428371348700272555837610731795642279288
652,51,-0.100000976001015389663064802572843294368759569667511566436861977277250
652,58,0.003582878448836256197646043624624440156861582448228345307306193981962
652,59,0.0010313484172370036067898443280997060265324876206326592216211737975949418182602054991518039
652,61,0.07097729465467151380370012971790375867930070737928529521809831306249152
652,62,0.05689844604421464348425068033189011913106330449694800599013354592717408
652,63,0.02198907366598446975075212107839023009167455663038304245826835486030846
652,64,0.00219066335317289710831952509026423346760263466449366648427255525569534
652,65,0.00270611728893952225195815945795965389717344365852740291001875052562560
652,66,0.00119021484432579863861265950773996658149752798598936451494026816291350
652,67,0.20245295210728990253308840063346951154391110501165488314219906649124896
652,68,-0.10000012321182089035308860730047486152083207322
715,6,0.0019604033561008276105367806175759280765194978358195179337208254212
715,7,0.0416810592650008460451005149592537357818375884050318298446995741552
715,8,-0.5501763681247418325922206650953984467429640085272279174330479409420
715,9,-0.4511686358978329499052136875384566184511796932788718690882936472000
715,10,0.0770537416504866743912762218283036066577599084373362732408996216250
715,11,-0.4624443591952054757602166450493362573768949115902935600178992964900
715,12,-0.1134780920286724971321359654437628874516209734705346343333964948480
715,13,0.0347153802624751462214307970247677940247554632791184260549285493125
715,14,-0.1827401730565568608441756692922117665902753928876325352243470093669651511305993225265920
715,15,-0.2620925119691189277492856372119088472666783777484009120778109059600
715,16,-0.7710154840192077813912359703996617155149455880765861876040044958643
715,17,-0.1867780904085709527573510270691355948655870104460992106559068718708
715,18,-0.3989812755998253342147093904140625706925255841095921699892664646027568
715,19,0.001055155547873776015292460834816125209829421234765543855941300228732
715,20,-0.000003820830962382350870635027082952212050348210935690586201414662546
715,21,0.001001175685960722295641196887164327006784409523561330419753498195465182
715,22,-0.100003027173277394764962441083794958701959189685242711364254681870364
715,24,-0.0000024683087414000463190861245843012226767573687750348908037567304206098719182802023274416
715,25,0.005528984051223830716525422900880881437238229980237440871825766576312
715,26,-0.0989987158740982213951050061710603858953250022622907706889155999930225096549487042132274720
715,27,-0.0979782525519608236759478804700435912043207855923858000252679893496395145841827198449166682320
715,28,0.0020181825555862639348985102551375236915822701422319756058307143680264116638223628438461475131648
715,29,0.0022742721696832099157154309035294176847020504115036242659375348164749894024346640637786796875
715,30,-0.0989514409687112419274085467680099497871907955881675977287704212842429350707948441270652640000
715,31,-0.0947378707411549606392499478356747454551308933722777305819214876854207985457592775677936435200
715,32,-0.1959292881178937451650279670179537360833926118273659176231078719611309400440897582119015252072
715,33,-0.094769005828465672349375867477666729667980011479859610893645624138069439649515849901667090457184250380214805858042864056313500951117824
715,34,0.00609247563811842674082078215083559386519541020988875532862060287151152
715,35,-0.1958854176944419381406757098698184243535774500018015220771546267622063143774708791598913072500
715,36,0.0073241700058913807660595449807097422050299328377048235027360183966015070185592476678142921875
715,37,0.00936019653569300011957753104929715724478191844060853400658862902420642
715,38,-0.29386542949895534283632844029807802278390625513236272887979185849240440
715,39,0.01029521086871704577024579890620840640479629955035353367668268041668995125
715,40,-0.13563369100809620725596875982327266525415331429286915420739246200315521
715,41,0.02975923058574020775842390166597194050555141190164694681149929503339392
715,42,-0.1565532799551196847959272956630336351532427184442415191961318224928677550885496410261199850083
715,43,-1.16658858966840728712881540481453719950003247974359887743259436002082481125
715,44,-0.4754211362965878691621298597596021100974907366645069548942819371560438994556768516674327389888
715,45,-0.6259325367837679475129116315013853654068323200176199553759043226942322976162015885159418591104
715,46,-1.36476929855346945671954443505667850430246439004740486402589963341967925
715,47,-1.3537117085645377345006603988272180611096015987231521751589233302656
715,48,-0.65011580766858605754966807957796497889807321665308519193084279794876625
715,49,-1.04521079866418530908317652569936848006353687403586993235573182390580760
715,50,-0.87101197216751055150768045961621500683220635857292707665220701307356718
715,51,-0.300000970040551089759688742597740750537887987667511566436861977277250
715,54,-0.100003741923749221079435296751549085051934627
715,57,-0.0979419620687312886813555064940641274912123523
715,58,-0.100000112245207351248245975025875309495760644310744918461093451243748
715,59,-0.0978261300855471774889008720874463334337261828821950820435383298775786413142855232065881151
715,61,0.00203406246177507472800777464257352978805367325392660911239028072025792
715,62,-0.29224038247959742903599320360231220068163980861631861660652904977709856
715,63,-0.29439188222560937076216185011281375233856086203181141180320889792407414
715,64,-0.19897719674450134168559550256230221391819786891870927787272650803996926
715,65,-0.19867131079764630397505994899691971776104685322268779708650648571145280
715,66,-0.09831278469203750876713359325220256418207365269065361151872714935424410
715,67,-0.29690190174079132825663327779400749816484486608401100180344866153298016
715,68,-0.20000012016063368561647860730047486152083207322
809,8,0.0083326099871310091644432506836110807147915741153203457431280127576
809,9,0.1654912711811893093226561746349384347773401551517554553926478526500
809,10,-0.0749255889903449621597957570052818165590018553347531674810432300000
809,11,-0.0599283521190533723704191333443710971707058925239296671358320118350
809,12,0.0074182298810575308603561893256460527301047915069651809539149795328
809,13,-0.0940973690119734047621643707907585236987535497631613326331560363750
809,14,-0.0856575228596031763921113854509373653477901120964252758975591901132159690801338330078080
809,15,0.0102994683805765551872301437279202777939835188870718754745162996970
809,16,0.0721707962348696578682722672588613551982547485692120100907221648218
809,17,0.0129319530421690581626076345489343066678896245637370716637303171168
809,18,-0.2908487073296661903053152804006105560793901670226951592920077336317568
809,19,-0.290670897394970840019826104072251745930104739300248279120804386064548
809,20,-0.295797025349627087880802066631689447261182956395585811888978988312040
809,21,-0.090767767081295480419537797479560627809542670682809179605214710600324818
809,22,-0.091638350697162222972799515021364753503853336350385627054155673631324
809,23,0.0420950957562809876482933256662549594091137581920147564485944635511643124474018109929795072
809,24,0.0506476611373555902502060561465017133090057274600394366015836537332909435455630053303434078
809,25,-0.090546363389696998415572706941456182491655230835635594188092050862802
809,26,0.1588258469543576119955815587998261352893894035179067252510390543576027839670130960887449793
809,27,0.1460012813658897099002263453195588055662276294805332908842512100420833826837359423433164736815
809,28,-0.1650202260681440151121440037110113773848699562547783011381796975261709884099526305580686664136111
809,29,-0.3862697951758882739237917743867455481580663888097519757819352685281880033486289965153288515625
809,30,-0.0926716119615287609607524361314862937451177116636957371611943337044229080067113830504455682880
809,31,0.0094236503476626256583002109894146734619307805379250793828744560425874505542404108471220375552
809,32,-0.2886666356467632102793309353081428362581097669166885023261297092498649834532770082610075136472
809,33,0.007183946832020387085488909779217914678952884096225441296301618360810890712254985742967388565876821381399689874830548971615374630977536
809,34,0.08917260448412495382979758799717157939560546137632730318914038576732272
809,35,-0.0885289951040112925157134123240810007382092279203568563601069271793561242055220040599039587500
809,36,1.0549962026830336320765604038244017410811600705256302023330469032421172604152334583989257718750
809,37,-0.37883458111178847308919323898298395170158781450333012740439026798591678
809,38,-0.38452784967662953045125972179533485694530632668559432756213596551751400
809,39,-0.19392952035761072681335918409596070985118919401577260687781517086747402125
809,40,-0.19375721036382612972450979826581724710762414167878621975877651979948891
809,41,0.00616776940688218783974740734826589943284730305317692573681643698136192
809,42,0.0030518118678547681878732587947841018273541579837761786301737527779514722519428659773829713517
809,43,0.00099962488661526302826513846298485664809875120146022185555774754651593653
809,44,-0.1989948604188399438371153338315503655546445775532336689789190383658194108815072654277647819136
809,45,-0.1979542230120999151605222703511920762922252042609129885487963384320170846808865638387544825344
809,46,-0.09889854912228653574025446463499467772383224362766091462740497445596675
809,47,-0.1000013495793775287307333597569566407028129292165098670032769986816
809,48,-0.09680403182942612331205016628869894787864073576696674168944918775314375
809,49,-0.09382644772480834052474401438666343591661572123923784065545974677150620
809,50,-0.09686831157118922454396996368428683815781772210538007976168110373690768
963,17,1.2292082258071331892624293971442652368220829346854996503125038438099
963,18,-0.1754866414557557340773554334558210335370507753486008327371627528577242
963,19,-0.278952650235454360930622504383539510650047912248581681461252755719708
963,20,0.213125336004316684193084736955850594018887470776070741964790282558331
963,21,0.922801254603752381773692994627688110042362929043166121293159664858305182
963,22,-0.183262200102998949713675245875878559444351214466967982872215901123774
963,23,-0.1786373460420122077363463087160613472273367745855587442092734753540768142366652799365001728
963,24,0.2868895230648006909067471889437796860826634384438639503119201831975145894126197241132866991
963,25,-0.184977863246800961114118265549539351941509298913937998390649379278972
963,26,0.8208558409613487044896185193462704599207122065751670672985441731797471248448998320162790090
963,27,0.9175435215386445162574049456137594073073144743173074480235473085688285865490062786139960916815
963,28,-0.2799583506696834914520200029603406064390406936063975272640473787689622152919543744094960240016111
963,29,-0.1066201689566491121638968278667004466687144382207184860381421555728825242554618280096042890625
963,30,-0.2600817967274054828494328327388682099712467479784974528749960345929225735440475031425499035840
963,31,-0.9084278379060040779904427316732538787786422474354805543495616467594047334030274330816254537728
963,32,-0.4981939958880852828516326535592475333042329082899688628922227824237440047051700010895457920000
963,33,0.316134857431446325923387478748008228329985338538472687832472357450778048119155709909722071224022426323786763017847843104140856450351104
963,34,-1.44844354045437235172455403497056581583652337070266770835891168042807888
963,35,-1.1533977183982158137231875425592804784378692588773234276076088778663101187997262674197304447500
963,36,-0.8473355527454891333202100859801360537688359048001492410767950991422998868423913111431704421875
963,37,-1.35703543081004699420003665309792343913434868061865151162287209554876988
963,38,-0.77545599387789411066831922049183641237053504461690772771156252341611520
963,39,-0.47097834012285957314439899140045094472138088052224007242106960647107989150
963,40,-0.41201298136990675650191949909398563758386636961695577909550687398413252
963,41,-0.52870817737220678702047200395744053562771603074257252366382371969359488
963,42,-0.1012104373236725406810470171920975990260814182997399407001847635635465147538027007837880933797
963,43,-0.37375200231925560859737905255980248806630862327351957689404135555947276915
963,44,-0.3821703342691979808113338868325668294926417487502563525038545560552144248186991378008714486016
963,45,-0.4806201987950553268144784985821214433832382641946888285562040231473296112800908579922472269184
963,46,-0.37688495905559895734210871995167632097473927747716427390540232883076675
963,47,-1.0783597077892686300086750425366628304326307606867494420991147127296
963,48,-0.49042379331666181565422906673600298044940587822851461861989439469972625
963,49,-0.47463711778445496042264868565839002074057282914409823684176141824103110
963,50,-0.59289132679931179760319619931238989880710427017621675710931259796206118
963,51,-0.098820919275102301178026824752487522413144835565504307127822292839130
963,62,0.00101753607214035305546486336232718658316793967003179253212603075209784
963,63,-0.09886719223475969417398102032781255959697102867621163514881215841767914
963,65,-0.10000036043765722426707934213284207182671131846776040518912756847412480
